,title,description
1178,birth virtual reality a an art form,chris milk use innovative technology make personal interactive human story accompany by joshua roman cello mckenzie stubbert piano milk trace relationship music art first moment remember put headphone current work create breakthrough virtual reality project vr last medium storytelling say because close gap between audience storyteller to illustrate bring ted audience together world largest collective vr experience join them take part interactive by get google cardboard download experience at
1179,i survive terrorist attack here what i learn,gill hick story one compassion humanity emerge ash chaos hate a survivor london terrorist bomb july she share her story event day profound lesson come a she learn live
1180,why genetic research must be more diverse,percent genome study be base people european descent rest world virtually unrepresented dangerous say geneticist ted fellow keolu fox because react drug differently base our genetic makeup fox work democratize genome sequence specifically by advocate indigenous population get involve research goal eliminate health disparity research community need immerse itself indigenous culture say or die try
1181,clue prehistoric time find blind cavefish,ted fellow prosanta chakrabarty explore hide part world search new specie fish these subterranean creature have develop fascinate adaptation they provide biological insight into blindness a well a geological clue continent break apart million year ago contemplate deep time short
1182,how syria architecture lay foundation brutal war,what cause war syria oppression drought religious difference all play key role but marwa suggest another reason architecture speak u over internet homs where last six year she have watch war tear her city apart suggest syria architecture divide it once tolerant multicultural society into enclave define by class religion country future now depend choose rebuild
1183,a project peace paint across build,el seed fuse arabic calligraphy graffiti paint colorful swirl message hope peace build tunisia paris artist ted fellow share story most ambitious project yet mural paint across build manshiyat naser district cairo egypt can only be fully see nearby mountain
1184,how panama paper journalist break biggest leak history,gerard ryle lead international team divulge panama paper million leak document year activity panamanian law firm mossack fonseca have offer an unprecedented glimpse into scope method secretive world offshore finance hear story behind biggest collaborative journalism project history
1185,how tree each other,a forest much more than what see say ecologist suzanne simard her year research canadian forest have lead an astound discovery tree often over vast distance learn more harmonious yet complicate social live tree prepare see natural world new eye
1186,how africa can keep rise,african growth trend not fluke say economist former finance minister nigeria ngozi in refreshingly candid straightforward describe positive progress continent outline eight challenge african nation still need address order create better future
1187,a small country big idea get rid fossil fuel,how do build society without fossil fuel use her native costa rica a an example positive action environmental protection renewables climate advocate monica araya outline bold vision world commit clean energy all sector
1188,hunt peru lose civilization satellite,around world hundred thousand lose ancient sit lie bury hide view satellite archaeologist sarah parcak determine find them before looter do with ted prize parcak build an online tool call globalxplorer will train an army volunteer explorer find protect world hide heritage in she offer preview first place they look peru home machu picchu nazca line other archaeological wonder wait be discover
1189,a letter all who have lose era,summer amid populist revolt clash resentment fear writer anand giridharadas do give but read letter it those who have win era change those who have or feel lose it confess ignore pain until become anger it chide an idealistic yet remote elite it airy futurism at time worry more send people mar than help them earth and reject exclusionary dogma which cling call u instead dare commit dream each other
1190,how argentina blind soccer team become champion,with warmth respect gonzalo vilariño tell captivate story argentina blind soccer team sincere belief themselves their capability transform player humble beginning into world champion you have get out there play every game beautiful tournament call life vilariño say
1191,deadly legacy cluster bomb,destruction war do stop when fight over photographer ted fellow laura boushnak share powerful photo essay survivor cluster bomb people who encounter these deadly submunitions year after end conflict with her haunt photo boushnak ask those who still produce condone use these weapon abandon them
1192,how woman wage conflict without violence,be set out change world here stat should know nonviolent campaign be percent more likely succeed than violent one so why do more group use nonviolence when face conflict filmmaker julia bacha share story effective nonviolent resistance include research crucial leadership role woman play
1193,bring female superheroes,why so hard find female superhero merchandise in passionate sparkle medium study scholar father star daughter christopher bell address alarm lack female superheroes toy product market kid what mean teach them world
1194,risky politics progress,global problem such a terrorism inequality political dysfunction be easy solve but do mean should stop try in fact suggest journalist jonathan tepperman might even want think riskier he travel world ask global leader they tackle hard problem unearth surprisingly hopeful story distil into three tool
1195,there no such thing a not vote,many people like important vote your civic duty responsibility a an adult eric liu agree all but also think time bring joy back ballot box former political speechwriter detail team be foster culture around vote u presidential election close powerful analysis why anyone eligible should show up election day
1196,why open school to close prison,our kid be our future crucial they believe themselves that why nadia lopez open an academic oasis brownsville brooklyn one most underserved violent neighborhood new york because she believe every child brilliance capability in short energize found principal mott hall bridge academy star human new york share she help her scholar envision brighter future themselves their family
1197,era personal dna test here,from improve vaccine modify crop solve crime dna technology have transform our world now first time history anyone can experiment dna at home their kitchen use device smaller than shoebox we be live personal dna revolution say biotech entrepreneur sebastian kraves where secret bury dna be yours find
1198,we can fight terror without sacrifice our right,can fight terror without destroy democracy internet freedom activist rebecca mackinnon think lose battle against extremism demagoguery if censor internet press in critical she call strong encryption appeal government better protect not silence journalist activist fight against extremist
1199,america forget work class,vance grow up small poor city rust belt southern ohio where have seat many social ill plague america heroin epidemic fail school family tear apart by divorce sometimes violence in search will echo throughout country town author detail what loss american dream feel like raise an important question everyone community leader policy maker need ask how can help kid america forget place break free hopelessness live better live
1200,a visual history social dance move,why do dance social dance start a way enslave african keep cultural tradition alive retain sense inner freedom they remain an affirmation identity independence in electric demonstration pack live performance choreographer educator ted fellow camille a brown explore what happen when community let loose express themselves by dance together
1201,immigrant voice make democracy stronger,in politics representation matter why should elect leader who reflect their country diversity embrace it multicultural tapestry say sayu bhojwani through her own story become an american citizen immigration scholar reveal her love dedication her country turn into drive force political change we have fight be here she say call immigrant voice action it our country too
1202,we can start win war against cancer,learn latest advance war against cancer stanford researcher adam de la zerda who work some technique own use remarkable image technology illuminate gold particle inject into body de la zerda lab hop light way surgeon remove even tiniest trace deadly tumor
1203,idea worth date,be alone take it toll feel like time make real connection rainn wilson star office a date some best idea discover your perfect idea mate along way
1204,how sexual assault online,we need more consider approach use social medium social justice say writer activist ione well after she be victim an assault london well publish letter her attacker student newspaper go viral spark notguilty campaign against sexual violence in move she describe share her personal story give hope others deliver powerful message against culture online sham
1205,art can heal ptsd invisible wound,trauma silence it victim say creative art therapist melissa walker but art can help those suffer psychological wound war begin open up heal in inspire walker describe particular allow afflict serviceman woman reveal what haunt them finally start let go
1206,unexpected challenge country first election,how do teach an entire country vote when no one have do before it huge challenge face fledgling democracy around world one biggest problem turn out be lack share language after all if ca describe something probably ca understand in election expert philippa neave share her experience front line democracy her solution unique language gap
1207,how loss help one artist find beauty imperfection,painter alyssa monk find beauty inspiration unknown unpredictable even awful in poetic intimate she describe interaction life paint canvas through her development a an artist a human
1208,jam infirmary blue,singer rhiannon giddens join international music collective silk road ensemble perform jam infirmary blue spike american folk song louis armstrong popularize romani influence mischievous energy
1209,your company data could help end world hunger,your company might have donate money help solve humanitarian issue but could have something even more useful offer your data mallory soldner show u private sector company can help make real progress big problem refugee crisis world hunger by donate untapped data decision scientist what might your company be able contribute
1210,space oddity,singer amanda palmer pay tribute inimitable david bowie cover space oddity she join onstage by jherek bischoff ted fellow usman riaz no your eye be not deceive none other than former vice president al gore
1211,it time woman run office,with warmth wit halla tómasdóttir share she overcome medium bias change tone political debate surprise her entire nation when she run president iceland inspire next generation leader along way what see can be she say it matter woman run
1212,easy diy project kid engineer,ted resident fawn qiu design fun project use familiar material like paper fabric introduce engineer kid in quick clever she share nontraditional workshop like hers can change perception technology inspire student participate create
1213,we train soldier war let train them come home too,before soldier be send into combat they train function an immensely dangerous environment but they also need train return battlefield civilian life say psychologist hector garcia apply same principle use prepare soldier war garcia help veteran suffer ptsd get their live back
1214,urgency intersectionality,now more than ever important look boldly at reality race gender bias understand two can combine create even more harm kimberlé crenshaw use term intersectionality describe phenomenon a she say if stand path multiple form exclusion likely get hit by both in move she call u bear witness reality speak up victim prejudice
1215,playful wonderland behind great invention,necessity mother invention right well not always steven johnson show u some most transformative idea technology like computer do emerge out necessity at all but instead strange delight play share captivate illustrate exploration history invention turn out find future wherever people be have most fun
1216,a political party woman equality,woman equality wo just happen not unless more woman be put position power say sandi toksvig in disarmingly hilarious toksvig tell story she help start new political party britain woman equality party express purpose put equality ballot now she hop people around world will copy her party model mobilize equality
1217,we need nuclear power solve climate change,joe lassiter deep thinker straight talker focus develop clean secure supply reliable energy his analysis world energy reality put powerful lens stubbornly touchy issue nuclear power include new design plant can compete economically fossil fuel we have potential make nuclear safer cheaper than be past lassiter say now have make choice pursue
1218,an interview founder black live matter,bear out social medium post black live matter movement have spark discussion race inequality across world in spirit conversation mia birdsong movement three founder share what they learn leadership what provide them hope inspiration face painful reality their advice participate ensure freedom everybody join something start something sharpen each other so all can rise
1219,how an old loop railroad change face city,urban planner ryan gravel share story hometown atlanta georgia rally build massive urban park will transform an abandon railroad track into mile public green space call atlanta beltline place live be inevitable say if want something different need speak up
1220,lesson soap opera,soap opera telenovelas may be ahem overdramatic but a kate adam show u their exaggerate story character often cast light problem real life in sparkle funny adam former assistant cast director a world turn share four lesson life business can learn melodrama
1221,let clean up space junk orbit earth,our live depend world ca see satellite infrastructure use every day information entertainment communication so much more but earth orbit limitless resource problem space debris will get worse without significant change our behavior natalie panek challenge u consider environmental impact satellite rely our orbital environment breathtakingly beautiful our gateway exploration she say it up u keep way
1222,do kid think sperm donor a family,how do define parent or family bioethicist veerle provoost explore these question context family one bring together by adoption second marriage surrogate mother sperm donation in she share story parent child create their own family narrative
1223,how student color confront impostor syndrome,a black woman tough part bronx who grow up attain all marker academic prestige dena simmons know student color success school sometimes come at cost live authentically now an educator herself simmons discus might create classroom make all student feel proud who they be every child deserve an education guarantee safety learn comfort one own skin she say
1224,what will tell your daughter,with word like shard glass chinaka hodge cut open let month violence grief fear shame courage hope spill out original poem year none u will soon forget
1225,why earth may someday look like mar,every minute pound hydrogen almost pound helium escape earth atmosphere into outer space astrophysicist anjali tripathi study phenomenon atmospheric escape fascinate accessible she consider process might one day few billion year now turn our blue planet red
1226,world do need more nuclear weapon,today nine nation collectively control more than nuclear weapon each hundred time more powerful than those drop hiroshima nagasaki we do need more nuclear weapon need new generation face unfinished challenge disarmament start decade ago nuclear reformer erika gregory call today rise leader those bear time without cold war fear train pursue an ambitious goal rid world nuclear weapon by
1227,meet inventor electronic spreadsheet,dan bricklin change world forever when codeveloped visicalc first electronic spreadsheet grandfather program probably use every day like microsoft excel google sheet join software engineer compute legend a explore tangle web first job daydream homework problem lead transformational invention
1228,art make air breathe,emily air distinct moment earth history clean air carboniferous period air great die heavy toxic air future create by turn air into art she invite u know invisible world around u breathe earth past future imaginative trippy
1229,where cybercrime really come,cybercrime net whop billion profit last year billion record lose or steal worldwide security expert caleb barlow call out insufficiency our current strategy protect our data his solution we need respond cybercrime same collective effort a apply health care crisis share timely information who infect disease spread if not share say then part problem
1230,a young scientist quest clean water,deepika kurup have be determine solve global water crisis since she be year old after she saw kid outside her grandparent house india drink water look too dirty even touch her research begin her family kitchen eventually lead major science prize hear teenage scientist develop way purify water
1231,help discover ancient ruin before too late,sarah parcak use satellite orbit hundred mile above earth uncover hide ancient treasure bury beneath our foot there lot discover egyptian delta alone parcak estimate excavate le than thousandth one percent what out there now ted prize an infectious enthusiasm archaeology she develop an online platform call globalxplorer enable anyone an internet connection discover unknown sit protect what remain our share human inheritance
1232,new nanotech detect cancer early,what if every home have an cancer detection system researcher joshua smith develop nanobiotechnology cancer alarm scan trace disease form special biomarkers call exosomes in share dream might revolutionize cancer detection ultimately save live
1233,way make city more walkable,freedom car freedom sprawl freedom walk your city city planner jeff speck share general theory walkability four plan principle transform sprawl city highway block into safe walkable oasis full bike lane street
1234,how racism harm pregnant woman what can help,racism make people sick especially black woman baby say miriam zoila pérez doula turn journalist explore relationship between race class illness tell u radically compassionate prenatal care program can buffer pregnant woman stress people color face every day
1235,way fix break news industry,something very wrong news industry trust medium have hit an low inundate sensationalist story consistent report scarce say journalist lara setrakian she share three way can fix news better inform all u complex issue our time
1236,how jail extort poor,why do jail people be poor today half million american be jail only because they ca afford post bail still more be lock up because they ca pay their debt court sometimes thing a minor a unpaid park ticket salil dudani share story individual who have experience debtor prison ferguson missouri challenge u think differently punish poor marginalize
1237,a robot eat pollution,meet robot clean up pollution generate electricity need power itself by swallow dirty water roboticist jonathan rossiter explain special swim machine which use microbial fuel cell neutralize algal bloom oil slick could be precursor biodegradable autonomous robot
1238,a few way fix government,charity wayua put her skill a cancer researcher use an unlikely patient government her native kenya she share she help her government drastically improve it process open up new business crucial part economic health growth lead new investment world bank recognition a top reformer
1239,data behind hollywood sexism,where be all woman girl film social scientist stacy smith analyze medium underrepresents portray woman potentially destructive effect those portrayal have viewer she share hard data behind gender bias hollywood where male outnumber female three one worker fare even worse
1240,smelfies other experiment synthetic biology,what if could take smell selfie smelfie what if have lipstick cause plant grow where kiss ani liu explore intersection technology sensory perception her work wedge somewhere between science design art in swift smart she share dream wonder experiment ask what happen when science fiction become science fact
1241,this app make fun pick up litter,earth big place keep clean with litterati an app user identify collect geotag world litter ted resident jeff kirschner have create community planet after track trash more than country kirschner hop use data collect work brand organization stop litter before reach grind
1242,story home terminally ill child,to honor celebrate young live cut short kathy hull found first freestanding pediatric palliative care facility unite state george mark child house it mission give terminally ill child their family peaceful place say goodbye she share story brim wisdom joy imagination heartbreaking loss
1243,rollercoaster,singer songwriter actress sara ramirez woman many talent join by michael pemberton guitar ramirez sing opportunity wisdom high low life live performance her song rollercoaster
1244,why woman should tell story humanity,for many century many reason critically acclaim creative genius have generally come male perspective a theater director jude kelly point out passionately reason skew affect interpret even woman story right she think there more useful more inclusive way look at world she call artist woman men paint draw write film imagine society
1245,how i fight bias algorithm,mit grad student joy buolamwini be work facial analysis software when she notice problem software do detect her face because people who cod algorithm have teach identify broad range skin tone facial structure now she mission fight bias machine learn phenomenon she call cod gaze it an need accountability cod a algorithm take over more more aspect our live
1246,a burial practice nourish planet,here question all have answer sooner or later what do want happen your body when die funeral director caitlin doughty explore new way prepare u inevitable mortality in thoughtful learn more idea burial like recomposting conservation burial return our body back earth an humble way
1247,adventure an asteroid hunter,ted fellow carrie nugent an asteroid hunter part group scientist work discover catalog our oldest most numerous cosmic neighbor why keep an eye out asteroid in short nugent explain their awesome impact have shape our planet find them at right time could mean nothing le than save life earth
1248,turceasca,silk road ensemble display their eclectic convergence violin clarinet bass drum more energetic rendition traditional rom tune turceasca
1249,inside america dead shop mall,what happen when mall fall into ruin filmmaker dan bell guide u through abandon monolith merchandise provide surprisingly funny lyrical commentary consumerism youth culture inspiration can find decay
1250,lifelike simulation make surgery safer,critical care doctor peter weinstock show surgical team be use blend hollywood special effect print create amazingly lifelike reproduction real patient so they can practice risky surgery ahead time think operate twice cut once glimpse future surgery
1251,ask help strength not weakness,we all go through challenge some can see most ca say michele sullivan in perspective sullivan share story full wit wisdom remind u all part each other support system only shoe can walk be your own she say with compassion courage understand can walk together side by side
1252,why civilian suffer more once war over,in war turn out violence biggest killer civilian what illness hunger poverty because war destroy institution keep society run like utility bank food system hospital physician margaret bourdeaux propose bold approach recovery set priority what fix first
1253,who would rest world vote your country election,wish could vote another country election simon anholt unveil global vote an online platform let anybody anywhere world vote election any country earth surprise result
1254,a young inventor plan recycle styrofoam,from pack peanut disposable coffee cup each year u alone produce some two billion pound styrofoam none which can be recycle frustrate by waste resource landfill space ashton cofer science fair teammate develop heat treatment break down use styrofoam into something useful check out their original design which win both first lego league global innovation award scientific american innovator award google science fair
1255,what do know mother milk,breast milk grow baby body fuel neurodevelopment provide essential immunofactors safeguard against famine disease why then do science know more tomato than mother milk katie hinde share insight into complex substance discus major gap scientific research still need fill so can better understand
1256,how early life experience write into dna,moshe szyf pioneer field epigenetics study live thing reprogram their genome response social factor like stress lack food his research suggest biochemical signal pas mother offspring tell child what kind world they go live change expression gene dna just sequence letter not just script szyf say dna dynamic movie which our experience be be write
1257,music wood string,sō percussion create adventurous composition new unconventional instrument perform music wood string by bryce dessner national quartet play instrument combine sound an electric guitar percussionist toolkit create hypnotic effect
1258,a young poet tell story darfur,emtithal emi mahmoud write poetry resilience confront her experience escape genocide darfur verse she share two stir original poem refugee family joy sorrow ask will witness me
1259,political common grind polarize unite state,how can bridge gap between leave right have wiser more connect political conversation journalist gretchen carlson columnist david brook share insight tension at heart american politics today where can find common grind follow by rouse performance america beautiful by vy higginsen gospel choir harlem
1260,conversation not have digital child abuse,we need kid risk they face online say information security expert sebastián bortnik in bortnik discus issue groom sexual predation child by adult internet outline conversation need start have technology keep our kid safe in spanish english subtitle
1261,how racism make u sick,why do race matter so profoundly health david williams develop scale measure impact discrimination go beyond traditional measure like income education reveal factor like implicit bias residential segregation negative stereotype create sustain inequality in williams present evidence racism produce rig system offer hopeful example program across u be work dismantle discrimination
1262,how can find ourselves data,giorgia lupi use data tell human story add nuance number in charm she share can bring personality data visualize even mundane detail our daily live transform abstract uncountable into something can be see felt directly reconnected our live
1263,in praise conflict,conflict bad compromise consensus collaboration be good or so tell lawyer bioethicist jonathan mark challenge conventional wisdom show government can jeopardize public health human right environment when they partner industry an important timely reminder common good common grind be not same thing
1264,an intergalactic guide use defibrillator,if yoda go into cardiac arrest will know what do artist enthusiast todd scott break down what need know use an automate external defibrillator or aed galaxy one be far far away prepare save life jedi chewbacca need quick shave first or someone else need some helpful pointer
1265,a simple birth kit mother develop world,ted fellow zubaida bai work medical professional midwife mother bring dignity intervention woman health care in quick inspire she present her clean birth kit purse which contain everything new mother need hygienic birth healthy delivery no matter where world or far medical clinic she might be
1266,how do build sacred space,to design temple south america architect siamak hariri focus illumination temple form which capture movement sun throughout day iridescent luminous stone glass use construct join hariri journey through creative process a explore what make sacred experience secular world
1267,how fake news do real harm,on april terrorist organization boko haram kidnap more than schoolgirl town chibok nigeria around world crime become epitomize by slogan bringbackourgirls but nigeria government official call crime hoax confuse delay effort rescue girl in powerful journalist stephanie busari point chibok tragedy explain deadly danger fake news what can do stop
1268,science service public good,we give scientist engineer great technical train but not a good at teach ethical or build character take example environmental crisis recently unfold flint michigan professional there who do nothing fix siddhartha roy help prove flint water be contaminate tell story science service public good call next generation scientist engineer dedicate their work protect people planet
1269,behind lie holocaust denial,there be fact there be opinion there be lie say historian deborah lipstadt tell remarkable story her research into holocaust denier their deliberate distortion history lipstadt encourage u all go offensive against those who assault truth fact truth not relative she say
1270,a tribute nurse,carolyn jones spend five year interview photograph film nurse across america travel place deal some nation biggest public health issue she share personal story unwavering dedication celebration everyday hero who work at front line health care
1271,poetry music identity,one night friend give jorge drexler chorus song challenge him write rest use complex poetic form know a décima in fascinate drexler examine blend nature identity weave together history décima own quest write one he close performance result song la milonga del moro judío in spanish english subtitle
1272,how human noise affect ocean habitat,oceanographer kate stafford lower u into sonically rich depth arctic ocean where ice groan whale sing communicate over vast distance climate change human noise threaten alter environment way do understand learn more why underwater soundscape matter what might do protect
1273,principle create safer ai,how can harness power superintelligent ai while also prevent catastrophe robotic takeover a move closer toward create machine ai pioneer stuart russell work something bite different robot uncertainty hear vision ai can solve problem use common sense altruism other human value
1274,a climate solution where all side can win,why be so deadlocked climate what would take overcome seemingly insurmountable barrier progress policy entrepreneur ted halstead propose transformative solution base conservative principle free market limit government learn more carbon dividend plan could trigger an international domino effect towards more popular equitable climate solution
1275,when black woman walk thing change,morgan dixon vanessa garrison founder health nonprofit girltrek be mission reduce lead cause preventable death among black woman build community process how by get one million woman girl prioritize their lace up their shoe walk direction their healthiest most fulfil live
1276,why i speak up live epilepsy,once homebound by epilepsy mental health advocate sitawa wafula find her strength write now she advocate others who be yet find their voice cut through stigma exclusion what like live condition
1277,a secret weapon against zika other disease,where do zika come what can do molecular biologist nina fedoroff take u around world understand zika origin spread propose controversial way stop virus other deadly disease by prevent infect mosquito multiply
1278,how pollution change ocean chemistry,a keep pump carbon dioxide into atmosphere more dissolve ocean lead drastic change water chemistry triona mcgrath research process know a ocean acidification she take u dive into an oceanographer world learn more evil twin climate change impact ocean life depend
1279,do fear intelligent machine work them,we must face our fear if want get most out technology must conquer those fear if want get best out humanity say garry kasparov one greatest chess player history kasparov lose memorable match ibm supercomputer deep blue now share vision future where intelligent machine help u turn our grandest dream into reality
1280,be i not human a call criminal justice reform,for crime commit early twenty court sentence marlon peterson year prison a say lifetime irrelevance while behind bar peterson find redemption through penpal mentorship program student brooklyn in brave remind u why should invest humanity those people society would like disregard discard
1281,no one should die because they live too far doctor,illness universal but access care not physician raj panjabi have bold vision bring health care everyone everywhere with ted prize panjabi build community health academy global platform aim modernize community health worker learn vital skill create job along way
1282,song bring history life,rhiannon giddens pour emotional weight american history into her music listen a she perform traditional folk ballad include waterboy up above my head lonesome road by sister rosetta tharp one glorious original song come love come inspire by civil slave narrative
1283,to understand autism do look away,carina morillo know almost nothing autism when her son ivan be diagnose only do speak or respond word she have find other way connect him she share she learn help her son thrive by be curious along him in spanish english subtitle
1284,when i die recompose me,what if our body could help grow new life after die instead be embalm bury or turn ash join katrina spade a she discus recomposition system use natural decomposition process turn our decease into soil honor both earth depart
1285,science do understand my kid rare disease until i decide study,meet sharon terry former college chaplain mom who take medical research world by storm when her two young child be diagnose rare disease know a pseudoxanthoma elasticum pxe in knockout terry explain she her husband become citizen scientist work midnight shift at lab find gene behind pxe establish mandate require researcher share biological sample work together
1286,awoo,duo sofi tukker dance out ted audience performance their upbeat rhythmic song awoo feature betta lem me
1287,refugee crisis test our character,million people be displace their home by conflict disaster it not just crisis test who be what stand say david miliband each u have personal responsibility help solve in miliband give u specific tangible way help refugee turn empathy altruism into action
1288,why design should include everyone,sinéad burke acutely aware detail be practically invisible many u at centimeter or tall design world height lock range available shoe size often inhibit her ability do thing herself here she tell u what like navigate world a little person ask who be not design
1289,a celebration natural hair,cheyenne cochrane explore role hair texture have play history be black america heat straighten product war era thousand woman today who have decide stop chase conventional beauty standard start embrace their natural hair this more than hairstyle cochrane say it be brave enough not fold under pressure others expectation
1290,lifesaving scientific tool make paper,inventor manu prakash turn everyday material into powerful scientific device paper microscope clever new mosquito tracker from ted fellow stage demo paperfuge centrifuge inspire by spin toy cost cent make can do work machine no electricity require
1291,what river can tell u earth history,river be one nature most powerful force they bulldoze mountain carve up earth their course be constantly move understand they form they change important those call their bank delta home in geoscientist liz hajek show u rock deposit by ancient river can be use a time machine study history earth so can figure out more sustainably live today
1292,can cloud buy u more time solve climate change,climate change real case close but there still lot do understand more know better chance have slow down one factor how might cloud play part there small hope they could buy u some time fix thing or they could make global warm worse climate scientist kate marvel take u through science cloud what might take earth break it own fever
1293,hamilton madison birth american partisanship,divisiveness plague american politics today nothing new say constitutional law scholar noah feldman in fact date back early day republic when dispute between alexander hamilton jam madison lead two found father cut tie form country first political party join feldman some fascinate history american factionalism hopeful reminder constitution have prove itself be greater than partisanship
1294,how i fail at be disable,bear genetic visual impairment have no correction or cure susan robinson legally blind or partially sight a she prefer entitle label she hat disable in funny personal she dig at our hide bias by explain five way she flip expectation disability upside down
1295,a simple new blood test can catch cancer early,jimmy lin develop technology catch cancer month year before current method he share breakthrough technique look small signal cancer presence via simple blood test detect recurrence some form disease day earlier than traditional method it could be ray hope fight where early detection make all difference
1296,why i still have hope coral reef,coral pacific ocean have be die at an alarm rate particularly bleach bring by increase water temperature but not too late act say ted fellow kristen marhaver she point caribbean give time stable temperature strong protection coral there have show ability survive recover trauma marhaver remind u why need keep work protect precious coral have leave coral have always be play long game she say now so be
1297,can art amend history,artist titus kaphar make paint sculpture wrestle struggle past while speak diversity advance present in an unforgettable live workshop kaphar take brush full white paint replica frans hals paint obscure part composition bring it hide story into view there narrative cod art like kaphar say what happen when shift our focus confront unspoken truth
1298,story behind new yorker iconic cover,meet françoise mouly new yorker art director for past year she help decide what appear magazine famous cover depiction twin tower week after recent riff magazine mascot eustace tilley in visual retrospective mouly consider simple draw can cut through torrent image see every day elegantly capture feel sensibility moment time
1299,let end ageism,it not passage time make so hard get older it ageism prejudice pit u against our future self each other ashton applewhite urge u dismantle dread mobilize against last socially acceptable prejudice age not problem be fix or disease be cure she say it natural powerful lifelong process unite u all
1300,a dance honor mother earth,movement artist jon boogz lil buck debut honor thy mother delicate powerful performance speak word violin dance draw torment relationship between nature humanity
1301,courage contagious,when artist damon davis go join protest ferguson missouri after police kill michael brown find not only anger but also sense love self community his documentary whose street tell story protest perspective activist who show up challenge those who use power spread fear hate
1302,how boredom can lead your most brilliant idea,do sometimes have your most creative idea while fold laundry wash dish or do nothing particular it because when your body go autopilot your brain get busy form new neural connection connect idea solve problem learn love be bore a manoush zomorodi explain connection between space out creativity
1303,how i help free innocent people prison,harvard law professor ronald sullivan fight free wrongfully convict people jail fact have free some innocent people over course career he share heartbreaking story why people end up be put jail something they do do consequence their live live others watch essential duty all have make world bite more fair every day however can
1304,principle build better city,more than half world population already live city another billion people be project move urban area by way build new city will be at heart so much matter climate change economic vitality our very sense connectedness peter calthorpe already at work plan city future advocate community design focus human interaction he share seven universal principle solve sprawl build smarter more sustainable city
1305,a practical way help homeless find work safety,when richard berry mayor albuquerque saw man street corner hold cardboard sign read want job decide take him others situation up he staff start citywide initiative help homeless by give them day job place sleep result be incredible find out your city can replicate albuquerque model frank optimistic
1306,how i find myself through music,music everywhere everything say musician student club star anika paulson guitar hand she play through beat her life an exploration music connect u make u what be
1307,era blind faith big data must end,algorithm decide who get loan who get job interview who get insurance much more but they do automatically make thing fair mathematician data scientist cathy coin term algorithm be secret important harmful weapon math destruction learn more hide agenda behind formula
1308,what moral decision should driverless car make,should your driverless car kill if mean save five pedestrian in primer social dilemma driverless car iyad rahwan explore technology will challenge our morality explain work collect data real people ethical will not will make
1309,a lyrical bridge between past present future,with signature charm search insight david whyte meditate frontier past present future share two poem inspire by niece hike along el camino de santiago de compostela spain
1310,what would happen if upload our brain computer,meet em machine emulate human brain can think feel work just like brain they copy futurist social scientist robin hanson describe possible future when em take over global economy run superfast computer copy themselves multitask leave human only one choice retire forever glimpse strange future a hanson describe what could happen if robot rule earth
1311,what sugar coat your cell try tell,your cell be coat sugar store information speak secret language what be they try tell u your blood type one potentially have cancer chemical biologist carolyn bertozzi research sugar cancerous cell interact sometimes trick your immune system learn more your body detect cancer latest medicine could help your immune system beat disease
1312,sacred art ori,every artist have name every artist have story laolu senbanjo story start nigeria where be surround by culture mythology yoruba bring him law school new york eventually work beyoncé lemonade he share what call sacred art ori art use skin a canvas connect artist muse through mind body soul
1313,when worker own company economy more resilient,another economic reality possible one value community sustainability resiliency instead profit by any mean necessary niki okuk share her case cooperative economics vision people can organize own business they work make decision themselves enjoy fruit their labor
1314,fun fierce fantastical african art,we so use narrative out africa be war poverty devastation say ted fellow wanuri kahiu where fun introduce afrobubblegum african art vibrant lighthearted without political agenda rethink value all unserious a kahiu explain why need art capture full range human experience tell story africa
1315,why need end era orphanage,could be wrong help child need by start an orphanage in bad consequence good intention tara winkler speak out against spread orphanage develop country cause part by foreign donor detail harm do child when they be separate their family leave grow up institution
1316,can robot pas university entrance exam,meet todai robot an ai project perform top percent student entrance exam university tokyo without actually understand thing while not matriculate anytime soon todai robot success raise alarm question future human education how can help kid excel at thing human will always do better than ai
